survey_time_spent,survey_user_id,bonus_unclear,bonus_unclear_open,bcq_bonus_received,web_satisf,att_check,att_check_6_TEXT,web_recommend,lk_buy_cellphone,employment_status,employment_status_7_TEXT,gender,Mobile
79,B6WkfP.xUSZLb8YQowvj2HZWMXi9maL0,2,,2,5,6,Yes,6,2,1,,2,0
104,3YeWy3Ls-6BSREu1tk1c0~iTRBhp5Om_,2,,3,5,6,Yes,5,3,1,,2,0
97,JtuiZyy27pfYw8g-W0FJq-WRvl_yApsT,2,,2,6,6,Yes,4,3,1,,1,1
78,rYVQKEoNidnYs9flTzCVY7ELRchp_hdA,2,,2,6,6,Yes,5,6,1,,2,1
88,zHIysz1u-LZCoC2GaITJLvTpF2OdoQeF,2,,2,6,6,Yes,4,1,2,,2,0
71,g26E5CDM9LAJdFsO6MbxbsCULrD5C9nx,2,,2,5,6,Yes,3,2,1,,2,0
108,nMWK~NvH6n6JGg.L_~AdPIpCPg5xw_Oz,2,,1,6,6,Yes,5,5,1,,2,0
79,NeDVQ4D_WOowge.dUFbqrVhruqDA18Gt,2,,2,5,6,Yes,5,1,1,,1,0
80,BHT8VYdoXxMpoujVlRDfCJrH3oCDOIH~,2,,2,6,6,Yes,6,2,1,,1,0
99,n~0PqwO4Hu7ee3xpTvW8YC0BOg3vSYgW,2,,1,6,6,Yes,7,5,3,,1,0
84,DmtBst2Ef8Y-jT2gKkf1dhbObifn6KO7,2,,2,6,6,Yes,6,3,7,House wife,2,1
112,WGSuOAxI_zJ0qga_L8G0fEFCKTFNmXfc,2,,2,5,6,Yes,5,3,1,,1,0
103,MPXm7aFCNTg63LTjeLxvxotJ1ZbNs9-t,2,,2,7,6,Yes,7,7,4,,2,1
86,'-G5TeT19qd5kM1HOpXV-T-O-XzwiU6A-,2,,2,6,6,Yes,4,3,4,,2,1
86,f1QztAHDR6obtZ-rfASdFRRSA6hYvvJv,2,,2,5,6,Yes,4,2,1,,1,0
73,.FSZjOEqEYCWc1MARTwsRu3vByxAhgmm,2,,2,5,6,Yes,5,5,1,,2,0
89,~Adw20yEIEPiJi4pAxxtl5GcZGR4i-1D,2,,2,4,6,yes,3,3,1,,2,0
65,tZlPr.~~H.UxUebl3dk7b-XEe8EE-_Zg,2,,2,7,6,Yes,7,5,3,,2,0
108,Mj~u2jimtG-oz7WaffA0J..sNWwVu8Px,2,,2,3,6,Yes,1,4,1,,1,0
109,0EmZDYkQVnrGhJNpoFqLRGwWLiGzTyNR,2,,2,6,6,Yes,6,7,1,,1,0
129,Vb08hkGoH2ZA89aibFRrICC.DbtkE2H4,2,,2,6,6,Yes,6,3,1,,2,0
123,iutP.OFPLXsk9F66eSr6iHNw5SqAJhQ-,2,,2,7,6,yes,7,2,1,,2,0
64,GHaG.rZfU29BXd2Z~PvuGiPhkPqaxtZ.,2,,2,7,6,Yes,7,5,3,,2,0
86,nkAbq5CyNktv0.7OtmZ~kLd9KHeHFwvJ,2,,2,6,6,yes,4,3,1,,2,0
141,jTMXm.2zvz1bH9-3tKxZpnuVV-ggOWiI,1,I got a bit confused about how the bonus would be allocated between phone and cash,2,6,6,Yes,6,2,1,,2,1
119,mb2xC5GsdnuGBX5WAAKoNUlmJZT9N.8y,2,,2,6,6,Yes,6,6,1,,2,1
129,SM~Yk-Ms~.2RbwZt.KBHl9KDASutFh1H,2,,2,6,6,Yes,5,5,1,,2,1
93,xXYuIxIRlKjvWRUr32Q7_Oik5PvSHE.R,2,,2,3,6,Yes,1,3,7,DIsabled,2,0
93,_IWYy-hFTnF9u32v2hBZaHa5iWEl5SGN,2,,1,5,6,Yes,4,2,1,,2,1
86,Qe65h_YPSXTBD1I9SILZk0WHf4DXU4Y_,2,,2,5,6,Yes,6,6,1,,2,0
79,PnoZUuoYwj0keYIVulaqe6Oo~5SZqB3_,2,,1,6,6,Yes,5,5,1,,2,0
77,M6ZprdzFxl4hQF80RCl_9JAMgTGLvM7E,2,,2,6,6,Yes,6,5,3,,1,1
83,QN0JHHs.doxkMhhD~nJ9pDs.ggkoCPkk,2,,2,5,6,Yes,4,7,4,,2,1
70,VpqGfd~4wuiRe.TNJUKG2JuuhehW7l_c,2,,2,5,3,,4,4,2,,1,0
124,45p76G6jt2rfnu~80-cwzHRrC_BPDSO5,2,,2,7,6,Yes,6,7,2,,1,0
88,CW2ukMPg5Sc5mKwVlRXAH0qs9pOIGgCX,2,,2,7,6,yes,4,7,7,housewife,2,0
70,lSgxyakh_YXdmjn1my7U79Pbkj5NFWSp,2,,2,2,6,Yes,1,5,1,,2,0
78,lVW3gbXSY3stfnx8vXukPu1dL-4FhG75,2,,2,6,6,Yes,5,5,1,,2,0
76,LvfX.Tna62OgmvTRpCg7Fwcl99eSZTmp,2,,2,5,6,Yes,5,7,1,,2,0
117,OeoIG.m5rgXIP5vN1yoK8_Cf_7GrsbN3,2,,2,5,6,yes,5,2,1,,2,0
102,zhKrs4qxtvJDG3f1UEiiLM8-1jRtB881,2,,2,2,6,Yes,2,6,7,Homemaker,2,1
61,4_S32wptWuClTF607hAatiRbyR2.fzRx,2,,2,6,6,Yes,5,3,2,,1,0
83,2bAKQD84_A7gyB~pjDpwli31DiNE~kza,2,,2,2,6,Yes,5,2,3,,1,0
89,Sf0HYlkIwvQcajha2LNKgECgvHnwDS-9,2,,2,7,6,Yes,7,4,1,,2,0
135,XfNKwYAB250zef4royv4BGYknTbv12zH,2,,2,6,6,Yes,6,5,1,,1,0
75,xRkwkkP-CDxIlP~q_Azb0VWXo1lwarYF,2,,2,6,6,Yes,5,5,3,,2,0
94,ntSh3_GMOUr.IK2cah1izd0FozhS5tCk,2,,2,3,6,Yes,3,5,3,,2,0
119,zavn0oJGDbBU3nyvPVVMiFLxslBZw_4B,2,,2,2,6,Yes,2,6,4,,2,0
121,'-z03d2odqNv2XOxM0LyxCn_PmebC2~jb,2,,2,3,6,Yes,5,4,2,,1,0
88,Ay5o5fCmOpALpkY-CU9y~NuHPIpLNXkI,2,,2,7,6,Yes,6,5,1,,2,1
56,SrdnKAqbZ7Mwm9ueQmqF3nf_ExcTbcHR,2,,2,6,6,Yes,5,3,1,,2,0
65,ZXdvyBV1mxvUkEQV-bk28UkN3CfK9mE7,2,,2,5,6,Yes,3,5,1,,2,0
152,rs46VRS3hh6Q4Pl~nTKgPXaZAqENfpWD,1,"The initial instructions were not totally clear, but with the example provided at the shopping cart it became clear. For example, after I selected a £399 phone I was told that if I won, I would receive the phone and £51. With the example at the end, it became more clear.",2,5,6,Yes,5,2,3,,1,0
134,wZ6.oYVE1oxspCjd3ISaBMMkqBwb4kS5,2,,2,6,6,Yes,4,5,1,,2,0
86,9QNZEwwcXySnd7Xqwl_Pt-3ASjaKT_2i,2,,2,6,6,Yes,5,2,1,,1,0
87,pjqGkkUWnVk_xGE2YkU6D5zfMJxxa1uU,2,,2,4,6,yes,5,3,1,,2,0
114,vZ4l0lxJHEKepv_mjac78IBucc_LBuvq,2,,3,6,6,Yes,6,6,4,,1,0
86,HmnyrD1eJn89e1vNpacWr8jP~HQmb48w,2,,2,3,6,Yes,3,2,1,,1,0
108,5DnYM39DxlNheRzVOnSejAbx5g.oakg6,2,,2,5,6,yes,4,1,4,,2,1
271,kjlrSbhrTlI-FAjYkszr~iMt0l.X7Q1l,2,,2,6,6,Yes,5,5,1,,1,0
92,Ed_N~2i0I3BcHkBCZotkHxzLPRHsKbDu,2,,2,6,6,Yes,6,3,1,,2,0
98,BMbuIksyYGYL8X.hlZopPbb2CFTmySMD,2,,2,5,6,Yes,2,6,2,,1,0
153,TAGJ~yBQKpQTlENKkjUb7Qa.sT7S-wGY,1,It was clear and straight forward ,2,6,6,Yes,7,5,1,,1,1
62,BQ.UV6XQY3W4CtiTo2nr19zGhdDpw7W2,2,,2,5,6,Yes,4,5,1,,2,0
85,cKl0DzW-XT4cXbjr-25qnMz.HNdhU~Vr,2,,2,5,6,Yes,5,2,2,,2,0
100,9KrpBR.dln7Dydd~jRa3QxR6mpCpufdl,2,,2,7,6,Yes,6,5,1,,2,0
90,bgserwuueP9OdiFY7GqD0ZkBk7l-6TDT,2,,2,6,6,yes,6,5,1,,2,0
154,'-GqIfDDlL_V9cJ-oDtA~1ah4iNuS6Pw6,2,,3,5,6,yes,4,6,1,,1,0
147,2rC2mF9mW0R0KL0FDw2gG7LdN4YxW9_0,2,,2,4,6,yes,5,1,1,,2,0
120,'-l.MUU6~QKOsBMfMCtS4TKNtnMwKvHP.,2,,2,6,6,Yes,5,6,1,,2,0
106,cAe_nUKE1UxEqGcOBVn0qKuXJ-jp9z1t,2,,2,6,6,Yes,5,6,4,,2,0
154,mqZgjx7l26_HiEcCl761vEFxgVTiIxRU,2,,2,6,6,Yes,4,3,1,,2,0
132,6fthlYhGB-5rmISfaaiYL4WvcY6tvxmM,2,,2,6,6,yes,6,6,2,,2,0
122,nIns_mMS9rzLJaRNRm1E.C~eMkX7cxaZ,2,,3,5,6,yes,3,1,2,,2,0
118,zexZXvYox_lLLVTPFkojh4uc7nsUmad2,2,,2,6,6,Yes,5,6,4,,1,0
85,TR5zDaVRcpaO8D6QPXGNQg0ihR202lj0,2,,2,6,6,yes,5,3,1,,2,0
108,uWXmWJ5nH.JUisJMcuNL_ZOJX75O6Ze8,2,,2,6,6,Yes,5,4,1,,1,0
96,XUvEIpuWEbEIoUhfCr_Yoc7zxIHOG0a.,2,,2,3,6,Yes,3,6,1,,1,0
122,emX2JzeEzSiLpNqO8r7Hxluic-JvRpua,2,,2,6,6,Yes,5,6,1,,2,1
84,.AUMRE_SufRUP6~z2rM93kPtG3DBFc4O,2,,2,6,6,Yes,4,2,2,,1,0
143,LT.j4upg9s8qUmF~veXf~n_c1W8SClgn,2,,2,7,6,Yes,7,6,1,,1,1
89,oOCH-qxSSMAGYlrOksfo3Cb~LcRAkX9i,2,,2,5,6,Yes,4,6,1,,2,0
118,PyEA44Lw4H8k1.~8KokEBx2m5_M4ymYZ,2,,2,5,6,yes,2,1,2,,2,0
98,x-CrjtQBTvOK_v6qmBVERBdUHsh4dhDM,2,,2,3,6,Yes,3,6,1,,2,0
103,0QhMn-vcLrOylqi_i0nIBKiko2IDfCb_,2,,1,6,6,Yes,5,5,1,,1,1
164,.jSmKcvrZy6H.M3TibDeXcm3iVppt~u.,2,,2,7,6,Yes,6,6,2,,1,0
106,_fUUGP2aSvZo~K.vUFA7exq~C8Z8DjoX,2,,2,2,6,Yes,4,5,1,,3,0
108,sxX4JPv1dNEjI-LzsDgtq36NRIe_2ca4,2,,2,6,6,yes,5,6,7,disabled,2,0
161,oFcqf.Hr8g2ZvTGvN5py640Kxy-FdGU.,2,,2,6,6,Yes,5,2,1,,1,0
106,OsHm1do1aIbxCMK3B3Zin1.aUPYgAmea,2,,2,6,6,Yes,5,2,3,,2,0
67,5.fWcjmxAffwRloUdNYeU_kQc4K.Ohaa,2,,2,6,6,Yes,4,7,1,,1,0
72,TB3t-VR2gza6mnkNxjl9FfqojIxKAOYb,2,,2,3,6,yes,3,3,2,,2,0
90,tRiCNwv0O06uB5vpulmlKmftx586IdJK,2,,2,4,6,Yes,4,2,1,,2,0
96,xKirSugj-kqzdMsLDWme6ufXDfD31m0i,2,,2,6,6,Yes,4,1,3,,2,0
126,Deuz3KB.89A82jsG_R0r7LWTiAWYbwKF,2,,2,4,6,Yes,4,2,1,,1,0
106,wWIul6OwpLgnapGKgxWq_C76hpHocHd2,2,,1,4,6,Yes,4,1,5,,2,0
117,qOXzHZrs8MtExov-avjXmCiPtUprObqK,2,,2,2,6,yes,4,6,2,,1,0
101,tvG~n-G6g8.B5M3MKv3~SOGG0_Q0Fyi9,2,,2,7,6,Yes,7,2,1,,2,0
101,tff3ycFPdWsqtI6bJYnsgofVTQiXISsu,2,,2,5,6,Yes,4,2,7,,2,0
154,WxF2lUhm7qLHlbC-bBpBSt_9SF~8VyHx,2,,2,6,6,Yes,5,5,2,,1,0
203,Vp96t-qYbrxR5dOVdve9v.pM~nJx-A.U,2,,2,5,6,Yes,2,3,3,,1,0
105,DE79PwnSKMrl8sWbDIYb4VHlD1AtIgGG,2,,2,7,6,Yes,6,6,1,,2,0
101,Ry~vRroFpXx9FLhFMQD9xX~J2GU9g9IP,2,,2,4,6,Yes,6,1,4,,1,0
111,tEEcdqbyuv2Hl6ueupHgi~--5u2fQzFS,2,,2,3,6,Yes,2,5,2,,2,0
109,e-vcPPUo1u7He5zaIj5qrJZlkXHxPnHn,1,I was quite confused as to how it works!,2,3,6,Yes,2,5,1,,2,1
92,tjqfK_4JYgql9FJpgd9xYDa09kocCq5n,2,,2,6,6,Yes,6,4,1,,1,0
125,l7BgW8N6cP6B_V~~v.C6wDpQ8PfsdoX-,2,,2,6,6,Yes,6,3,4,,2,1
101,vfHhgacK5LUDdWMppkz4zX2OGB5v0sax,2,,2,7,6,Yes,7,5,7,Carer,2,1
129,5glmXKxjD8YHLsxwuF.Klqt.mm8iWd1F,2,,3,4,6,Yes,5,2,7,Maternity leave ,2,1
136,3LURU-p4WIlo.Txa8S~2x8A9EqR_X9SS,2,,2,4,6,Yes,4,4,7,homemaker,2,0
144,YEjri53Vf0E8q0ghvbWOdhLcfAl7HL9k,2,,2,7,6,Yes,6,6,1,,1,0
91,bB1ewUbm2ussxiC-jaByp8gQ9did07lG,2,,2,6,6,Yes,6,3,7,Disabled,1,1
84,JkjZJiA3WNVWSmaRgdx8DBOhhW0AMWSQ,2,,2,6,6,Yes,6,5,1,,1,0
113,Tq~GmPtP0Q_evcUy4tt_8hSNDJIiMNEw,2,,2,6,6,yes,5,6,2,,1,0
112,'-imynhow3SIK11~LZQD.tzbOiQBO2Kuy,2,,2,6,6,Yes,2,2,2,,2,0
131,jhnEqebriWggRO2u3AQPXm8LNmWFPkSA,2,,2,6,6,Yes,6,5,1,,2,0
100,RtTOzQ55czVJ-pHDuL1.jJjzOlkxv1v6,2,,2,5,6,Yes,2,3,1,,2,0
66,DBNy8CHe-EpkjESg2RG0drEcoo~nt0~H,2,,2,5,6,Yes,2,6,1,,1,0
142,dw-~Tazgnbn.daMDLGNih_trOXCJOdHM,2,,2,4,6,Yes,5,6,3,,2,0
132,92gQmTsSLlpesA3fjz07.E_9liABIBr1,2,,2,7,6,Yes,7,7,1,,1,1
84,tx014ADUqi~18kNXm7mK75C9w6j4xpbG,2,,2,6,6,Yes,4,2,1,,2,0
116,0WjVGVy7Eky2Fkgf17e.Vt3poBKhOchr,2,,2,2,6,yes,7,1,1,,1,0
91,8g7jKcAEpsJTQv55hVMqnVyoTlv9DL~6,2,,1,6,6,Yes,6,2,7,housewife,2,0
82,qRg8CzyTMeNRRxf9MGor-AaayHyQeBCA,2,,2,6,6,Yes,2,7,1,,2,0
116,8Ca7PYa272TOcr_c_9XZFVkHV8DjLjKr,2,,2,6,6,yes,1,6,3,,2,0
121,TbHgNh-lR21TaIex89SVz9ckgo756PHq,2,,2,7,6,Yes,7,2,1,,2,0
142,i1iKi1YvM2nSnANxANNJsm99yRkEbGw4,2,,2,6,6,Yes,6,1,1,,2,1
116,6Cwg.vwqclx2ALjuP~Hz-o51~eTfWkgj,2,,2,7,6,yes,6,7,1,,2,0
112,Dv~DYTGsHY5h2CneOxT.3e6ON7fawwiP,1,I'm not sure about it at all,3,4,6,Yes,4,1,7,I am a full time student and I also work full time,2,1
53,vH69YFgtlFJucSIX.vdZ7dsp2oFuQ_IH,2,,2,6,6,yes,5,7,1,,1,0
107,Qrd4TR4qfMD.iaRR-4dWGk1Cmdk7xLon,2,,1,3,6,YES,2,1,1,,2,0
86,EhN3unLBJ8Cf.WsuKhg-FhOrkEWXUl-U,2,,2,5,6,Yes,4,6,3,,1,0
114,fKIGTPnvRmyy3C~rZD-jsEk~p3jNlk~O,2,,2,6,6,Yes,5,5,1,,1,0
101,DbkXTHwphlRtpTjk~C4l3G-W4W0uN~97,2,,2,2,6,Yes,3,1,1,,2,0
121,M~qyK7qLqi1kQ4XVO~DjAemlbRzFFBRF,2,,2,6,6,Yes,6,2,1,,2,0
149,bWah-547CsxjXaPgT5LBBMFUwLj2-mAd,2,,2,6,6,Yes,1,2,4,,1,0
70,zCuU5_w_bo7XGvbk0mi-ZfdSIsiAi290,2,,2,6,6,yes,6,6,1,,2,0
132,447tyyx5j83z_rcid_7X3V2bUOPWndJM,2,,2,5,6,Yes,6,2,3,,2,0
134,D3nz.3nBJB3Y.u20vE~F0Yb-mh9thKD4,2,,2,6,6,Yes,5,4,7,house husband,1,0
120,oGidd2I0Yzb28BGeMto1vWX2a6.8_ly0,2,,2,6,6,yes,5,5,3,,2,0
115,rlCUGmE4hDOgnmri0T7TcGhWMnkWVOaA,2,,2,2,6,Yes,2,3,2,,2,0
110,LrHXic8T_2SSkAis-l7ZNkhO5qBy6Cur,2,,2,6,6,yes,6,7,4,,2,0
88,V2oytBCVNBA~Ny.szSD9rZJhOryX6Xxx,2,,2,6,6,Yes,5,7,1,,1,1
97,PyiizuzMWX8_~B0LbcpA7mQwXzbLeoGy,2,,2,6,6,Yes,4,3,4,,1,0
63,tqbVxVf2t6ciF3aS3RZ-7Oc6MiiYV~fO,2,,2,3,6,yes,2,2,1,,,0
77,pduLUGOzLaDrKaV9tYY-g0dEa0VbuMTb,2,,2,6,6,Yes,4,5,1,,2,0
124,mAa_a-t1-A44r5ZXUq1j2IDai8-fnkOm,2,,2,6,6,Yes,5,4,1,,2,0
144,v-k7hMnptIkyF-skfqQRWlVTl17nv1ef,2,,2,7,6,yes,7,6,7,housewife,2,0
123,SIZoOT7mjl6tetrOGyz.x9j4zcv5bt9g,2,,2,6,6,yes,4,4,1,,2,0
126,hSygO3GTGj7SB3_-kQS.gQ9W0b8oTCmO,2,,2,6,6,Yes,5,6,1,,2,0
99,_AnhiL3m9AURlaa3X1WNQT_5BIPG__J-,2,,2,6,6,Yes,5,2,3,,2,0
176,8YTVCoEVsdIY~PBLOpw-OeFIhCdwbhHt,2,,2,6,6,Yes,5,2,5,,1,0
207,UfvPfk33NRNuvOtL.pDlpyoos_Uw_ryX,2,,2,4,6,Yes,3,4,1,,2,0
98,x9waS2WBJwcIggufcyfzQnnboKqn_nmS,2,,2,7,6,Yes,6,7,3,,2,0
91,EDjGB8keHmrZ_PQ8kTtupn3wzJ-FC4ku,2,,2,5,6,Yes,5,5,1,,2,0
122,uLgoPbg7G6ayx.6UvC3ikNWqk6xgM.FP,2,,2,6,6,Yes,4,3,7,housewife,2,0
106,HSoTQ1nUBwoVi_QldjXOR9F~DRfAL2Mq,2,,2,6,6,Yes,4,6,1,,2,0
315,Tgzeb_~6go49QRmpdvPbqj2b.nKtTz7f,1,to much detail confusing,2,6,6,yes,4,3,1,,1,0
142,Q4B_a1LB5E.mYjhkZPM7NedqJKObY4Cu,2,,3,3,6,Yes,6,2,3,,1,1
156,_Y5TMAViRHc5tBhktMT0fCx0mL66da~_,2,,2,6,6,YES,7,3,1,,2,0
113,iZ0utBMDZdReGSQMllSpG28MRckgW~Df,2,,2,5,6,Yes,2,5,2,,1,0
88,W3tKXJ1lDnDaMHYjeYCw9nVgiWuKu2Pi,2,,2,5,6,Yes,3,2,4,,1,0
127,IJ0B9r~A9DtEk.lFpz6PIeJwnVMLIF~l,2,,2,7,6,Yes,7,6,2,,1,0
121,PxFska8FhgnIUWwDoVanywnvkbQjRlM.,2,,2,7,6,Yes,7,6,1,,1,1
110,3PaOlM1J_2CkEz.hVcXhDwwsY857.4ki,2,,2,6,6,Yes,5,6,3,,1,0
121,RNyo2s4Sj~KvUwTxyy.OF2bGY6wjb~Pz,2,,2,6,6,Yes,5,7,3,,1,0
112,Anad7dfNVmvWe~dOcTW1OFwOni_eyMXs,2,,2,4,6,Yes,5,3,1,,2,0
144,Di4_UY7IpQB8-8y2MBkxo.H-yeXRgu8i,2,,2,2,6,Yes,2,7,7,I start my new job on June 1st,1,0
132,MRicaaKPk~BM7lo_o7A6tmHUwubDX6WZ,2,,2,7,6,Yes,6,6,1,,2,1
138,uAj.5.yoECBzQbWTYBNQRNwCaOzugoFH,2,,2,5,6,yes,4,2,1,,2,0
183,ukCkprvFw9kKAmck7u~SebosQWbUcxij,2,,2,4,6,yes,3,5,1,,1,0
207,proyKNXVp55kGyi~j73vY-8PUMqqDQVZ,2,,2,6,6,Yes,6,5,1,,2,0
105,fuZag80.qC_08L8ntvtYuXcFs_ib26.N,2,,2,7,6,Yes,7,2,1,,2,0
112,UPV2O203aCR8RNfxDk.GJkpfeL0eux-K,2,,2,7,6,Yes,6,5,2,,2,0
149,8_Wh6JO5ApMHxL9z0.FUDHQNcnsZXEd1,2,,2,6,6,Yes,6,5,4,,2,0
121,AZeLAoZXSIRE~qjQqztmbsynLTBBeiYk,2,,2,7,6,Yes,6,7,1,,2,0
87,hw5-WcHI~GO-~wTS5kTnqikc8iinnR0Z,2,,2,6,6,Yes,6,5,1,,2,0
137,sWtjx1hp7wIIPuqhnUa.51QhtsiemUZ5,2,,2,7,6,yes,7,7,1,,2,0
121,KOnEv60CK6T2HOVuiN9MxtjpcD7954kw,2,,2,3,6,yes,2,5,3,,1,0
72,8LOwb0X7c.R2Egh_6O~Q8.805OxvXB3N,2,,2,6,6,Yes,6,7,1,,1,0
89,VZ5RQzMnoF-Bi3zdlmZvXBm-3sDPBGMD,2,,2,6,6,Yes,7,7,1,,2,0
121,jmvj.8G0CjQj3~OrSsO_B7aKPBY21hHz,2,,2,7,6,Yes,7,3,1,,2,0
154,G7SG_EA0Ti7qDmb7NLOmE7xvw~gxf10W,2,,2,2,6,Yes,2,4,1,,2,0
141,W5jS9MqSPC8yUjzRYBZsy2iZlWrfyuTz,2,,2,3,6,Yes,5,7,1,,1,0
113,.Zby~21aSyBCSLR~VTRQPLCaqWV2vzb0,2,,2,5,6,Yes,4,2,1,,1,0
89,pujHrCqLZfMgTAkINt.~IwVSmQLHPJhJ,2,,1,6,6,Yes,7,7,3,,2,0
115,fgl8TMiKIDHibKex1jYM-0OgwJZPgreP,2,,2,6,6,Yes,6,6,1,,2,0
153,Z6JiP4T-ZmVHAu4xQ-Ymi9Nw2n9lXbYH,1,"It was not unclear, i believe i understood the instructions",2,6,6,Yes,5,3,1,,2,0
129,KgATTGLqWpc75_DMee~3DoH6WdGgy0bR,2,,2,4,6,Yes,4,3,1,,1,0
167,fQ5bxp-_oEW1huDD~-VBXy0hL.Y9gg7u,2,,2,3,6,Yes,2,6,1,,2,0
109,1u9QMz.TMQ1scTWtUaMIqAB2~i9C1WHI,2,,2,6,6,Yes,3,2,1,,2,0
141,UJ8lS6VwY8ctww74uAOLMAAAMTOSFG5t,2,,2,6,6,Yes,6,4,1,,2,0
126,NOgfaxt9.WQOElniJn--kMgRoIXgydY.,2,,2,6,6,Yes,5,7,1,,1,1
129,2StzlrZo._ikUCSxw59C_KdZo2uHkszh,2,,2,5,6,Yes,5,6,1,,2,1
145,_FBmphHaB9aRe3_bb2w74F~HRX9heD8M,2,,2,2,6,Yes,1,6,3,,2,0
122,'-6m8zZs4yKJ4hh9CZ8lDr4TnnbExImE6,2,,2,6,6,Yes,5,2,3,,2,0
63,l91gFrJfpitkrmpjpmFpIfHZJNLlBl0W,2,,2,4,6,Yes,2,6,1,,2,0
129,'-l9~YplQqr0Vi4opWhE2-x71~_FmC3Uq,2,,2,6,6,yes,4,1,7,disability,2,0
152,8TvEghjNKrW.V49aM2~flQrNkm1vXOc6,2,,2,6,6,yes,6,7,3,,1,0
186,oJXOq.R~aIDxYJtBCdrvnFJM-p2kMnyG,2,,2,6,6,Yes,4,2,2,,2,0
106,5cThUzIevnQ566HsHKBx9DCuISj7d._z,2,,2,6,6,Yes,6,5,1,,2,0
93,KqMtHmbJBUoQo~P8Wp2.5UyvhNxh1M0b,2,,2,6,6,Yes,5,2,1,,1,0
189,4.rPLEL0v5RACFmokzk3RspPkVkewhzE,2,,2,4,6,Yes,4,4,8,,2,1
132,9DjvHJHu1ZJV5m7tpGENe-MCVvTLUS.~,2,,2,3,6,yes,3,6,1,,2,0
72,nHRUcyXT7jpJL.oS3XGBwKf0ez5AY.hY,2,,2,6,6,Yes,3,5,1,,2,0
107,q5Jz8iZW~muB9WtOfUVJ4sSWm81oQrOI,2,,2,5,6,Yes,4,5,1,,2,0
197,aXP6lOl.~YWR7WBe8_ChZtmYu8UvgGHF,2,,2,7,6,yes,6,6,1,,1,0
110,x4anB0Q7BP~t1GaDCtG.zui.LcykThF5,2,,2,3,6,Yes,3,2,3,,2,0
95,HxAnUyXlX6YrsKDdiuPo9L84IebltezA,2,,2,6,6,yes,5,3,1,,2,0
103,Klt~HiZfAxoo3tfmg6aKAJD46DJM2buw,2,,2,6,6,Yes,6,3,5,,1,0
135,wL.SiqUUO-X4KbhIQ-~fZ-1z~RuWCFQ8,2,,2,6,6,Yes,6,7,4,,2,1
157,7Y3LEKYjZcW.Sbyd.WNVaBBZlBZRz~lC,2,,2,2,6,Yes,2,2,1,,1,0
191,spqb86lkwEbgKNR-n_mhttPOcShep63u,1,"the compensation seemed fine ... although it felt to goood to be true to be honest , it felt to me personally like a con so i was incredible hesitant to purchase the phone ... but overall the instructions wherw very clear and i browsed the store accordingly.",2,5,6,Yes,3,3,7,,1,0
108,YLwRf-6FeVtBQy2_wu3bF.wwRfSxcSLf,2,,2,6,6,Yes,6,5,7,,2,0
142,Sj12L7M0ENXIaoDdOst9gX2J~iVUbNSA,2,,2,5,6,Yes,4,5,1,,2,0
138,Nd02~_BnMJluIozraerAzB9ZpPf.muVt,1,I read them a couple of times and was still uncertain,2,6,6,yes,4,2,2,,1,0
82,6zTrTmS.vR2Fb1ULpctewDc44zObnmhg,2,,2,6,6,Yes,7,5,1,,2,0
102,.aKiRtaiV21bGEYaK7CLM.whFXK7gfMx,2,,2,6,6,yes,6,7,7,homemaker,2,0
141,ocyLWV_O7vSWIqQK4exN9KyBJ-o9yCSz,2,,2,5,6,Yes,5,4,1,,2,0
178,VTh4vc7n_9Nzz3kQL_3Cz.kc3~D0uYYB,2,,2,6,6,Yes,6,4,7,Stay at home parent,2,0
212,SJX9wy.NqjW.BceidMweiz42IqiB~N53,2,,2,3,6,Yes,1,7,1,,2,1
499,GnAmovJZcz2KVy1NfqQOYZJYv17hc1ZW,2,,3,6,6,Yes,7,6,1,,2,0
136,wYYGstiVyBjhFjZdfY1YHClc0l16eiy9,2,,2,6,6,Yes,5,6,8,,2,0
202,5xVnsAnIk-capSjkrat5dN_4NUl23tpB,2,,2,5,6,Yes,3,6,3,,1,0
116,VRjNR3tpeiIJv6zg_jwwFlnl6RZbQeQ~,2,,2,5,6,yes,3,7,1,,2,0
110,y.WOsX~24z1lsDiaB1bE9KWEfH2xjOqm,2,,2,5,6,Yes,3,6,1,,1,0
139,1.SAi0x5abDJ_3QfMWQGfU3TKKif2maM,2,,2,7,6,Yes,6,7,5,,2,0
177,i3a0tBVHexSDdhWdeFiEj_GfvR3-iV~s,2,,2,3,6,Yes,4,1,2,,1,1
71,HdehSsGyiEAn9VK1FAamZ92jFNo7WXzw,2,,2,5,6,Yes,4,3,4,,1,0
87,UixmLLI~zBy.e2ptd1aAws~FHjjHsUpv,2,,2,6,6,yes,5,6,1,,1,0
78,ukK_90.v79UpukDUJRxLVC2eiK_yLA~4,2,,2,3,6,Yes,3,5,1,,2,1
164,8XtM9SEPX2kz8rVt_1e_pQl_M7IkAaAW,2,,1,6,6,Yes,5,4,4,,2,1
194,Qtwh7_hcSVegjC_2XrMA0hZK21Ln-qkx,2,,2,6,6,Yes,5,6,3,,2,0
138,QBmEOIdBzQBB1SvUghruMWyj7aj6Ublv,2,,2,5,6,Yes,4,3,7,,2,0
98,HSpmcK09Cq~CevfK0y~c0vvN05T7-cD9,2,,2,6,6,Yes,6,3,7,,2,0
